caldt,vwretd,vwretx
1995-02-17,-0.005077,-0.005246
1995-02-21,-0.000282,-0.000333
1995-02-22,0.004093,0.003964
1995-02-23,0.004651,0.004442
1995-02-24,0.001726,0.001696
1995-02-27,-0.007779,-0.007945
1995-02-28,0.008116,0.008050
1995-03-01,-0.002976,-0.003182
1995-03-02,-0.000833,-0.000866
1995-03-03,0.001327,0.001169
1995-03-06,-0.000917,-0.001168
1995-03-07,-0.006949,-0.007012
1995-03-08,0.002114,0.002098
1995-03-09,0.000730,0.000259
1995-03-10,0.011042,0.011023
1995-03-13,0.000984,0.000876
1995-03-14,0.005573,0.005518
1995-03-15,-0.001199,-0.001241
1995-03-16,0.005711,0.005662
1995-03-17,-0.000415,-0.000434
1995-03-20,0.001327,0.001253
1995-03-21,-0.002145,-0.002169
1995-03-22,0.000744,0.000740
1995-03-23,0.001076,0.001072
1995-03-24,0.009268,0.009245
1995-03-27,0.004946,0.004536
1995-03-28,0.001582,0.001547
1995-03-29,-0.001371,-0.001379
1995-03-30,-0.000274,-0.000334
1995-03-31,-0.002444,-0.002472
1995-04-03,0.001327,0.001149
1995-04-04,0.004471,0.004266
1995-04-05,0.001443,0.001307
1995-04-06,0.000810,0.000806
1995-04-07,-0.000406,-0.000543
1995-04-10,0.002456,0.002403
1995-04-11,-0.001265,-0.001272
1995-04-12,0.003453,0.003396
1995-04-13,0.003486,0.003475
1995-04-17,-0.004416,-0.004534
1995-04-18,-0.002852,-0.002894
1995-04-19,-0.002796,-0.002816
1995-04-20,0.001745,0.001745
1995-04-21,0.005287,0.005275
1995-04-24,0.007374,0.007139
1995-04-25,-0.000673,-0.000807
1995-04-26,0.001578,0.001515
1995-04-27,0.002068,0.002058
1995-04-28,0.001800,0.001786
1995-05-01,-0.000731,-0.000936
1995-05-02,0.001006,0.000862
1995-05-03,0.009166,0.009125
1995-05-04,-0.000656,-0.000901
1995-05-05,-0.000606,-0.000686
1995-05-08,0.006380,0.006121
1995-05-09,0.000402,0.000032
1995-05-10,0.001645,0.001564
1995-05-11,0.002081,0.001978
1995-05-12,0.002328,0.002299
1995-05-15,0.004442,0.004199
1995-05-16,0.001814,0.001698
1995-05-17,-0.001481,-0.001491
1995-05-18,-0.012178,-0.012231
1995-05-19,-0.000678,-0.000708
1995-05-22,0.007301,0.007204
1995-05-23,0.008524,0.008469
1995-05-24,0.000019,-0.000083
1995-05-25,-0.000004,-0.000234
1995-05-26,-0.007493,-0.007643
1995-05-30,-0.001714,-0.001793
1995-05-31,0.014017,0.014000
1995-06-01,0.001633,0.001565
1995-06-02,0.000428,0.000292
1995-06-05,0.006195,0.006194
1995-06-06,-0.000158,-0.000363
1995-06-07,-0.002969,-0.002969
1995-06-08,-0.000491,-0.000606
1995-06-09,-0.006979,-0.006992
1995-06-12,0.004966,0.004928
1995-06-13,0.009127,0.008718
1995-06-14,0.001013,0.000911
1995-06-15,0.002651,0.002629
1995-06-16,0.004222,0.004206
1995-06-19,0.009053,0.009005
1995-06-20,0.000439,0.000420
1995-06-21,-0.000271,-0.000308
1995-06-22,0.011166,0.011107
1995-06-23,-0.002526,-0.002542
1995-06-26,-0.009602,-0.009616
1995-06-27,-0.003244,-0.003251
1995-06-28,0.003184,0.002783
1995-06-29,-0.000077,-0.000097
1995-06-30,0.003213,0.003055
1995-07-03,0.003407,0.003360
1995-07-05,0.002158,0.002033
1995-07-06,0.011207,0.011008
1995-07-07,0.006480,0.006359
1995-07-10,0.002153,0.002136
1995-07-11,-0.002973,-0.003001
1995-07-12,0.011074,0.010945
1995-07-13,0.000714,0.000673
1995-07-14,-0.001359,-0.001362
1995-07-17,0.004255,0.004253
1995-07-18,-0.007747,-0.007816
1995-07-19,-0.016200,-0.016292
1995-07-20,0.006041,0.006007
1995-07-21,0.000911,0.000888
1995-07-24,0.007060,0.007057
1995-07-25,0.007442,0.007438
1995-07-26,0.002274,0.002194
1995-07-27,0.006876,0.006695
1995-07-28,-0.002589,-0.002657
1995-07-31,-0.000732,-0.001266
1995-08-01,-0.004613,-0.004638
1995-08-02,-0.001589,-0.001754
1995-08-03,-0.000918,-0.001117
1995-08-04,0.001673,0.001603
1995-08-07,0.002556,0.002485
1995-08-08,0.000761,0.000666
1995-08-09,0.000135,-0.000016
1995-08-10,-0.002697,-0.002884
1995-08-11,-0.003189,-0.003418
1995-08-14,0.007163,0.007092
1995-08-15,-0.000966,-0.001084
1995-08-16,0.004625,0.004411
1995-08-17,0.000397,0.000339
1995-08-18,0.001003,0.000916
1995-08-21,-0.002034,-0.002061
1995-08-22,0.001719,0.001676
1995-08-23,-0.002314,-0.002442
1995-08-24,-0.000380,-0.000403
1995-08-25,0.004073,0.004050
1995-08-28,-0.002742,-0.002766
1995-08-29,0.000263,0.000134
1995-08-30,0.003292,0.002997
1995-08-31,0.003240,0.003164
1995-09-01,0.002950,0.002922
1995-09-05,0.009635,0.009507
1995-09-06,0.003777,0.003569
1995-09-07,0.000930,0.000862
1995-09-08,0.005084,0.005072
1995-09-11,0.002690,0.002657
1995-09-12,0.002906,0.002892
1995-09-13,0.003782,0.003314
1995-09-14,0.005629,0.005587
1995-09-15,-0.001785,-0.001788
1995-09-18,-0.001251,-0.001295
1995-09-19,0.003060,0.003028
1995-09-20,0.004517,0.004467
1995-09-21,-0.005694,-0.005747
1995-09-22,-0.003089,-0.003094
1995-09-25,-0.001723,-0.001732
1995-09-26,-0.000920,-0.000923
1995-09-27,-0.003042,-0.003472
1995-09-28,0.009013,0.008983
1995-09-29,-0.000533,-0.000540
1995-10-02,-0.005999,-0.006030
1995-10-03,-0.001508,-0.001541
1995-10-04,-0.004286,-0.004417
1995-10-05,0.003057,0.002795
1995-10-06,0.000402,0.000329
1995-10-09,-0.010338,-0.010338
1995-10-10,-0.002383,-0.002399
1995-10-11,0.006184,0.006035
1995-10-12,0.007779,0.007731
1995-10-13,0.003675,0.003668
1995-10-16,-0.001723,-0.001727
1995-10-17,0.005781,0.005778
1995-10-18,0.002234,0.002091
1995-10-19,0.003052,0.003018
1995-10-20,-0.005519,-0.005529
1995-10-23,-0.004174,-0.004197
1995-10-24,0.001494,0.001490
1995-10-25,-0.008046,-0.008108
1995-10-26,-0.009282,-0.009329
1995-10-27,0.004087,0.003957
1995-10-30,0.006414,0.006295
1995-10-31,-0.001672,-0.001687
1995-11-01,0.004875,0.004725
1995-11-02,0.010436,0.010250
1995-11-03,0.003264,0.003215
1995-11-06,-0.002361,-0.002438
1995-11-07,-0.004717,-0.004773
1995-11-08,0.007000,0.006785
1995-11-09,0.004575,0.004336
1995-11-10,-0.000903,-0.000951
1995-11-13,-0.001167,-0.001366
1995-11-14,-0.006277,-0.006374
1995-11-15,0.005200,0.004983
1995-11-16,0.005900,0.005829
1995-11-17,0.004088,0.004073
1995-11-20,-0.005223,-0.005344
1995-11-21,0.002169,0.002057
1995-11-22,-0.001977,-0.001999
1995-11-24,0.003538,0.003512
1995-11-27,0.001778,0.001762
1995-11-28,0.007714,0.007599
1995-11-29,0.004225,0.003850
1995-11-30,-0.000103,-0.000132
1995-12-01,0.001554,0.001524
1995-12-04,0.010380,0.010329
1995-12-05,0.004662,0.004598
1995-12-06,0.002132,0.001910
1995-12-07,-0.006554,-0.006608
1995-12-08,0.002035,0.002020
1995-12-11,0.002498,0.002470
1995-12-12,-0.002472,-0.002485
1995-12-13,0.004343,0.003887
1995-12-14,-0.007732,-0.007814
1995-12-15,-0.002674,-0.002690
1995-12-18,-0.017154,-0.017225
1995-12-19,0.009824,0.009812
1995-12-20,-0.004647,-0.004719
1995-12-21,0.007078,0.007030
1995-12-22,0.003412,0.003395
1995-12-26,0.003180,0.003166
1995-12-27,0.001562,0.001064
1995-12-28,-0.000305,-0.000341
1995-12-29,0.004453,0.004426
1996-01-02,0.006606,0.006598
1996-01-03,-0.000155,-0.000291
1996-01-04,-0.007674,-0.007687
1996-01-05,-0.001023,-0.001029
1996-01-08,0.002686,0.002463
1996-01-09,-0.015878,-0.015943
1996-01-10,-0.015552,-0.015686
1996-01-11,0.008433,0.008395
1996-01-12,-0.000991,-0.000998
1996-01-15,-0.005273,-0.005273
1996-01-16,0.009982,0.009938
1996-01-17,-0.000530,-0.000607
1996-01-18,0.003797,0.003720
1996-01-19,0.005719,0.005707
1996-01-22,0.004291,0.004289
1996-01-23,-0.000004,-0.000027
1996-01-24,0.010247,0.010201
1996-01-25,-0.003688,-0.003697
1996-01-26,0.006238,0.006233
1996-01-29,0.004041,0.003842
1996-01-30,0.009156,0.009105
1996-01-31,0.007995,0.007849
1996-02-01,0.004625,0.004467
1996-02-02,-0.002224,-0.002267
1996-02-05,0.007055,0.006995
1996-02-06,0.006829,0.006793
1996-02-07,0.003530,0.003368
1996-02-08,0.007736,0.007574
1996-02-09,0.000908,0.000857
1996-02-12,0.005465,0.005405
1996-02-13,-0.001932,-0.002205
1996-02-14,-0.004077,-0.004212
1996-02-15,-0.002696,-0.002849
1996-02-16,-0.003411,-0.003501
1996-02-20,-0.010383,-0.010402
1996-02-21,0.010269,0.010119
1996-02-22,0.015227,0.015188
1996-02-23,0.000660,0.000639
1996-02-26,-0.009785,-0.009812
1996-02-27,-0.004139,-0.004239
1996-02-28,-0.001597,-0.001852
1996-02-29,-0.005460,-0.005540
1996-03-01,0.002594,0.002559
1996-03-04,0.008815,0.008693
1996-03-05,0.006695,0.006625
1996-03-06,-0.003446,-0.003738
1996-03-07,0.001881,0.001809
1996-03-08,-0.028423,-0.028432
1996-03-11,0.009471,0.009420
1996-03-12,-0.004628,-0.004640
1996-03-13,0.004562,0.004094
1996-03-14,0.004255,0.004228
1996-03-15,0.001547,0.001514
1996-03-18,0.014235,0.014196
1996-03-19,-0.001153,-0.001179
1996-03-20,-0.002590,-0.002616
1996-03-21,-0.000676,-0.000736
1996-03-22,0.002254,0.002247
1996-03-25,-0.002545,-0.002551
1996-03-26,0.003078,0.003075
1996-03-27,-0.003120,-0.003421
1996-03-28,0.000335,0.000306
1996-03-29,-0.001664,-0.001668
1996-04-01,0.010206,0.010185
1996-04-02,0.002372,0.002208
1996-04-03,0.001396,0.001380
1996-04-04,0.000544,0.000486
1996-04-08,-0.015994,-0.016253
1996-04-09,-0.000829,-0.000852
1996-04-10,-0.010693,-0.010746
1996-04-11,-0.005033,-0.005153
1996-04-12,0.008021,0.008012
1996-04-15,0.008046,0.008043
1996-04-16,0.005014,0.005013
1996-04-17,-0.004500,-0.004604
1996-04-18,0.004790,0.004748
1996-04-19,0.002396,0.002392
1996-04-22,0.005950,0.005927
1996-04-23,0.006042,0.006023
1996-04-24,0.000204,0.000149
1996-04-25,0.004663,0.004645
1996-04-26,0.001817,0.001685
1996-04-29,0.001040,0.000989
1996-04-30,0.000460,0.000399
1996-05-01,0.002329,0.002199
1996-05-02,-0.015375,-0.015500
1996-05-03,-0.000711,-0.000749
1996-05-06,-0.001348,-0.001422
1996-05-07,-0.003478,-0.003500
1996-05-08,0.005750,0.005534
1996-05-09,0.002651,0.002450
1996-05-10,0.010629,0.010548
1996-05-13,0.012823,0.012633
1996-05-14,0.007136,0.006992
1996-05-15,-0.000021,-0.000161
1996-05-16,0.000458,0.000298
1996-05-17,0.005480,0.005406
1996-05-20,0.005924,0.005854
1996-05-21,-0.000341,-0.000352
1996-05-22,0.006080,0.005965
1996-05-23,-0.002412,-0.002439
1996-05-24,0.002491,0.002477
1996-05-28,-0.008475,-0.008493
1996-05-29,-0.006369,-0.006589
1996-05-30,0.005152,0.005001
1996-05-31,-0.001355,-0.001398
1996-06-03,-0.002304,-0.002322
1996-06-04,0.006593,0.006551
1996-06-05,0.006874,0.006656
1996-06-06,-0.007386,-0.007535
1996-06-07,-0.002097,-0.002113
1996-06-10,-0.000847,-0.000884
1996-06-11,-0.001094,-0.001102
1996-06-12,-0.000606,-0.001056
1996-06-13,-0.002772,-0.002841
1996-06-14,-0.004141,-0.004163
1996-06-17,-0.001870,-0.001898
1996-06-18,-0.007164,-0.007187
1996-06-19,-0.001008,-0.001034
1996-06-20,-0.003087,-0.003131
1996-06-21,0.005643,0.005618
1996-06-24,0.003633,0.003631
1996-06-25,-0.002130,-0.002143
1996-06-26,-0.007862,-0.008168
1996-06-27,0.005842,0.005815
1996-06-28,0.007407,0.007398
1996-07-01,0.007609,0.007496
1996-07-02,-0.002411,-0.002561
1996-07-03,-0.003111,-0.003126
1996-07-05,-0.019582,-0.019607
1996-07-08,-0.008261,-0.008481
1996-07-09,0.003554,0.003478
1996-07-10,-0.001906,-0.001970
1996-07-11,-0.017939,-0.018052
1996-07-12,0.000063,0.000061
1996-07-15,-0.026168,-0.026181
1996-07-16,-0.005379,-0.005381
1996-07-17,0.014060,0.013987
1996-07-18,0.015963,0.015881
1996-07-19,-0.007259,-0.007266
1996-07-22,-0.009244,-0.009264
1996-07-23,-0.014118,-0.014143
1996-07-24,-0.002818,-0.002853
1996-07-25,0.009209,0.009194
1996-07-26,0.009106,0.009101
1996-07-29,-0.007401,-0.007546
1996-07-30,0.004731,0.004667
1996-07-31,0.007394,0.007176
1996-08-01,0.015413,0.015244
1996-08-02,0.018207,0.018158
1996-08-05,-0.002568,-0.002630
1996-08-06,0.002969,0.002939
1996-08-07,0.004062,0.003904
1996-08-08,-0.001242,-0.001285
1996-08-09,-0.002369,-0.002547
1996-08-12,0.005302,0.005257
1996-08-13,-0.007495,-0.007762
1996-08-14,0.003878,0.003736
1996-08-15,0.001143,0.001088
1996-08-16,0.004323,0.004228
1996-08-19,0.001180,0.001154
1996-08-20,-0.001032,-0.001101
1996-08-21,-0.000572,-0.000681
1996-08-22,0.008468,0.008442
1996-08-23,-0.003311,-0.003343
1996-08-26,-0.003433,-0.003438
1996-08-27,0.004133,0.004114
1996-08-28,0.000350,0.000116
1996-08-29,-0.008978,-0.009128
1996-08-30,-0.005867,-0.005897
1996-09-03,0.001607,0.001590
1996-09-04,0.001737,0.001456
1996-09-05,-0.009316,-0.009397
1996-09-06,0.009639,0.009548
1996-09-09,0.009556,0.009542
1996-09-10,0.000703,0.000605
1996-09-11,0.004259,0.004025
1996-09-12,0.006305,0.006025
1996-09-13,0.012653,0.012629
1996-09-16,0.004973,0.004954
1996-09-17,-0.001055,-0.001065
1996-09-18,-0.001504,-0.001553
1996-09-19,0.002011,0.001954
1996-09-20,0.005055,0.005047
1996-09-23,-0.001752,-0.001777
1996-09-24,0.000075,0.000073
1996-09-25,0.001839,0.001791
1996-09-26,0.002205,0.001913
1996-09-27,0.000804,0.000776
1996-09-30,0.002126,0.002115
1996-10-01,0.000531,0.000522
1996-10-02,0.007394,0.007265
1996-10-03,-0.001473,-0.001485
1996-10-04,0.011026,0.011005
1996-10-07,0.001947,0.001891
1996-10-08,-0.004117,-0.004295
1996-10-09,-0.004652,-0.004789
1996-10-10,-0.002057,-0.002160
1996-10-11,0.006826,0.006820
1996-10-14,0.004418,0.004418
1996-10-15,-0.001422,-0.001437
1996-10-16,0.000895,0.000831
1996-10-17,0.002519,0.002453
1996-10-18,0.003693,0.003675
1996-10-21,-0.002430,-0.002438
1996-10-22,-0.006109,-0.006124
1996-10-23,0.000264,0.000216
1996-10-24,-0.004381,-0.004396
1996-10-25,-0.001838,-0.001841
1996-10-28,-0.005610,-0.005615
1996-10-29,0.002459,0.002326
1996-10-30,-0.000005,-0.000227
1996-10-31,0.006197,0.006106
1996-11-01,-0.001558,-0.001654
1996-11-04,0.002856,0.002787
1996-11-05,0.008582,0.008575
1996-11-06,0.013691,0.013473
1996-11-07,0.004104,0.003955
1996-11-08,0.003755,0.003683
1996-11-11,0.002012,0.002012
1996-11-12,-0.001739,-0.001845
1996-11-13,0.001893,0.001617
1996-11-14,0.005906,0.005803
1996-11-15,0.000950,0.000901
1996-11-18,-0.001414,-0.001479
1996-11-19,0.005419,0.005404
1996-11-20,0.002528,0.002382
1996-11-21,-0.001853,-0.001889
1996-11-22,0.007379,0.007363
1996-11-25,0.009615,0.009566
1996-11-26,-0.001630,-0.001835
1996-11-27,0.000395,0.000223
1996-11-29,0.002945,0.002898
1996-12-02,0.000522,0.000501
1996-12-03,-0.006780,-0.006799
1996-12-04,-0.003174,-0.003397
1996-12-05,-0.000594,-0.000680
1996-12-06,-0.007232,-0.007315
1996-12-09,0.013901,0.013885
1996-12-10,-0.002452,-0.002469
1996-12-11,-0.009267,-0.009460
1996-12-12,-0.012178,-0.012436
1996-12-13,-0.002678,-0.002687
1996-12-16,-0.010525,-0.010557
1996-12-17,0.004565,0.004550
1996-12-18,0.008300,0.008232
1996-12-19,0.015757,0.015709
1996-12-20,0.003099,0.003073
1996-12-23,-0.003179,-0.003186
1996-12-24,0.004715,0.004669
1996-12-26,0.005695,0.005682
1996-12-27,0.001962,0.001553
1996-12-30,-0.001948,-0.001976
1996-12-31,-0.009417,-0.009500
1997-01-02,-0.007359,-0.007405
1997-01-03,0.013492,0.013452
1997-01-06,0.000703,0.000686
1997-01-07,0.007351,0.007298
1997-01-08,-0.003752,-0.003969
1997-01-09,0.007499,0.007474
1997-01-10,0.005146,0.005144
1997-01-13,-0.000108,-0.000182
1997-01-14,0.011041,0.011035
1997-01-15,-0.001530,-0.001563
1997-01-16,0.002916,0.002890
1997-01-17,0.007129,0.007095
1997-01-20,0.002394,0.002394
1997-01-21,0.005429,0.005420
1997-01-22,0.003967,0.003895
1997-01-23,-0.008096,-0.008126
1997-01-24,-0.009256,-0.009260
1997-01-27,-0.006596,-0.006598
1997-01-28,0.000519,0.000459
1997-01-29,0.006677,0.006474
1997-01-30,0.011775,0.011654
1997-01-31,0.003341,0.003329
1997-02-03,0.000265,0.000190
1997-02-04,0.001369,0.001306
1997-02-05,-0.012224,-0.012375
1997-02-06,0.002128,0.001887
1997-02-07,0.009367,0.009356
1997-02-10,-0.006290,-0.006327
1997-02-11,0.003572,0.003556
1997-02-12,0.014928,0.014629
1997-02-13,0.010211,0.010122
1997-02-14,-0.001746,-0.001772
1997-02-18,0.006931,0.006772
1997-02-19,-0.002860,-0.002960
1997-02-20,-0.010985,-0.011034
1997-02-21,-0.002204,-0.002234
1997-02-24,0.008246,0.008237
1997-02-25,0.002709,0.002698
1997-02-26,-0.007353,-0.007519
1997-02-27,-0.011942,-0.012102
1997-02-28,-0.004613,-0.004638
1997-03-03,0.003758,0.003740
1997-03-04,-0.002236,-0.002343
1997-03-05,0.011550,0.011277
1997-03-06,-0.002506,-0.002628
1997-03-07,0.006814,0.006801
1997-03-10,0.008570,0.008553
1997-03-11,-0.001959,-0.001978
1997-03-12,-0.007720,-0.008003
1997-03-13,-0.015964,-0.016129
1997-03-14,0.003526,0.003513
1997-03-17,-0.001184,-0.001244
1997-03-18,-0.007267,-0.007302
1997-03-19,-0.006177,-0.006229
1997-03-20,-0.001847,-0.001900
1997-03-21,0.001160,0.001144
1997-03-24,0.004840,0.004825
1997-03-25,-0.000335,-0.000419
1997-03-26,0.002518,0.002270
1997-03-27,-0.018549,-0.018569
1997-03-31,-0.021989,-0.021994
1997-04-01,0.001827,0.001819
1997-04-02,-0.011309,-0.011452
1997-04-03,-0.000273,-0.000293
1997-04-04,0.011111,0.011091
1997-04-07,0.007864,0.007849
1997-04-08,0.004192,0.003960
1997-04-09,-0.005362,-0.005421
1997-04-10,-0.004026,-0.004050
1997-04-11,-0.024128,-0.024217
1997-04-14,0.005169,0.005164
1997-04-15,0.011999,0.011997
1997-04-16,0.008122,0.008052
1997-04-17,-0.000863,-0.000904
1997-04-18,0.004313,0.004304
1997-04-21,-0.009271,-0.009275
1997-04-22,0.013684,0.013663
1997-04-23,-0.000012,-0.000065
1997-04-24,-0.002017,-0.002036
1997-04-25,-0.009074,-0.009077
1997-04-28,0.007791,0.007648
1997-04-29,0.023649,0.023590
1997-04-30,0.009343,0.009174
1997-05-01,-0.000316,-0.000440
1997-05-02,0.019173,0.019161
1997-05-05,0.021008,0.020943
1997-05-06,-0.002737,-0.002803
1997-05-07,-0.011100,-0.011256
1997-05-08,0.004450,0.004418
1997-05-09,0.005414,0.005210
1997-05-12,0.012760,0.012716
1997-05-13,-0.004298,-0.004482
1997-05-14,0.003512,0.003362
1997-05-15,0.005937,0.005903
1997-05-16,-0.010439,-0.010575
1997-05-19,0.002846,0.002830
1997-05-20,0.008911,0.008844
1997-05-21,-0.000619,-0.000718
1997-05-22,-0.002138,-0.002164
1997-05-23,0.012570,0.012552
1997-05-27,0.002988,0.002981
1997-05-28,-0.000999,-0.001166
1997-05-29,-0.002346,-0.002484
1997-05-30,0.005416,0.005388
1997-06-02,0.000090,0.000078
1997-06-03,-0.001244,-0.001265
1997-06-04,-0.004105,-0.004313
1997-06-05,0.004372,0.004279
1997-06-06,0.013499,0.013425
1997-06-09,0.004614,0.004586
1997-06-10,0.001526,0.001508
1997-06-11,0.003956,0.003742
1997-06-12,0.012720,0.012516
1997-06-13,0.009850,0.009840
1997-06-16,0.000735,0.000700
1997-06-17,0.001477,0.001463
1997-06-18,-0.003685,-0.003752
1997-06-19,0.009394,0.009362
1997-06-20,-0.000193,-0.000199
1997-06-23,-0.017584,-0.017600
1997-06-24,0.015658,0.015658
1997-06-25,-0.006574,-0.006620
1997-06-26,-0.004565,-0.004793
1997-06-27,0.004278,0.004254
1997-06-30,-0.000478,-0.000482
1997-07-01,0.005729,0.005619
1997-07-02,0.011721,0.011620
1997-07-03,0.011900,0.011880
1997-07-07,-0.003372,-0.003383
1997-07-08,0.007022,0.006847
1997-07-09,-0.008635,-0.008696
1997-07-10,0.006042,0.006011
1997-07-11,0.004660,0.004529
1997-07-14,0.002446,0.002441
1997-07-15,0.007385,0.007378
1997-07-16,0.011512,0.011451
1997-07-17,-0.005121,-0.005154
1997-07-18,-0.013530,-0.013540
1997-07-21,-0.004248,-0.004250
1997-07-22,0.019322,0.019307
1997-07-23,0.003260,0.003218
1997-07-24,0.003158,0.003144
1997-07-25,-0.000930,-0.000933
1997-07-28,-0.001984,-0.001992
1997-07-29,0.005182,0.005071
1997-07-30,0.010846,0.010664
1997-07-31,0.002239,0.002109
1997-08-01,-0.005229,-0.005267
1997-08-04,0.003258,0.003243
1997-08-05,0.003583,0.003570
1997-08-06,0.007357,0.007247
1997-08-07,-0.007024,-0.007084
1997-08-08,-0.017513,-0.017520
1997-08-11,0.001308,0.001109
1997-08-12,-0.008812,-0.008862
1997-08-13,-0.002384,-0.002600
1997-08-14,0.002545,0.002499
1997-08-15,-0.019864,-0.019901
1997-08-18,0.007854,0.007756
1997-08-19,0.013942,0.013926
1997-08-20,0.013519,0.013386
1997-08-21,-0.011830,-0.011853
1997-08-22,-0.002579,-0.002589
1997-08-25,-0.000652,-0.000657
1997-08-26,-0.005629,-0.005649
1997-08-27,0.001911,0.001772
1997-08-28,-0.007694,-0.007809
1997-08-29,-0.002003,-0.002031
1997-09-02,0.024141,0.024120
1997-09-03,0.001896,0.001664
1997-09-04,0.002892,0.002870
1997-09-05,0.000611,0.000570
1997-09-08,0.003201,0.003128
1997-09-09,0.002930,0.002923
1997-09-10,-0.011471,-0.011521
1997-09-11,-0.006090,-0.006401
1997-09-12,0.011759,0.011731
1997-09-15,-0.002483,-0.002502
1997-09-16,0.021915,0.021898
1997-09-17,-0.000470,-0.000532
1997-09-18,0.003861,0.003809
1997-09-19,0.003052,0.003031
1997-09-22,0.005281,0.005265
1997-09-23,-0.002470,-0.002479
1997-09-24,-0.005758,-0.005793
1997-09-25,-0.005499,-0.005507
1997-09-26,0.006215,0.005912
1997-09-29,0.007381,0.007355
1997-09-30,-0.003269,-0.003273
1997-10-01,0.006434,0.006356
1997-10-02,0.005408,0.005371
1997-10-03,0.005141,0.005125
1997-10-06,0.007100,0.007097
1997-10-07,0.008874,0.008828
1997-10-08,-0.005795,-0.006012
1997-10-09,-0.001887,-0.001909
1997-10-10,-0.002733,-0.002804
1997-10-13,0.001182,0.001182
1997-10-14,0.000483,0.000478
1997-10-15,-0.003303,-0.003330
1997-10-16,-0.010226,-0.010257
1997-10-17,-0.012782,-0.012785
1997-10-20,0.011091,0.011082
1997-10-21,0.015927,0.015922
1997-10-22,-0.002620,-0.002683
1997-10-23,-0.018019,-0.018052
1997-10-24,-0.007926,-0.007929
1997-10-27,-0.065250,-0.065251
1997-10-28,0.040183,0.040177
1997-10-29,0.001265,0.001047
1997-10-30,-0.015518,-0.015676
1997-10-31,0.011766,0.011749
1997-11-03,0.023026,0.022995
1997-11-04,0.002357,0.002344
1997-11-05,0.003803,0.003654
1997-11-06,-0.004868,-0.004948
1997-11-07,-0.012737,-0.012896
1997-11-10,-0.004944,-0.005022
1997-11-11,0.000502,0.000502
1997-11-12,-0.019461,-0.019683
1997-11-13,0.008105,0.008039
1997-11-14,0.012087,0.012042
1997-11-17,0.018269,0.018246
1997-11-18,-0.007714,-0.007809
1997-11-19,0.004138,0.004004
1997-11-20,0.013500,0.013484
1997-11-21,0.002719,0.002703
1997-11-24,-0.016280,-0.016305
1997-11-25,0.003213,0.003090
1997-11-26,0.001533,0.001362
1997-11-28,0.003752,0.003715
1997-12-01,0.017384,0.017362
1997-12-02,-0.002696,-0.002712
1997-12-03,0.005364,0.005141
1997-12-04,-0.001628,-0.001656
1997-12-05,0.009801,0.009786
1997-12-08,0.000963,0.000878
1997-12-09,-0.007219,-0.007228
1997-12-10,-0.007872,-0.007940
1997-12-11,-0.015729,-0.016013
1997-12-12,-0.002876,-0.002894
1997-12-15,0.006388,0.006359
1997-12-16,0.006073,0.006063
1997-12-17,-0.000969,-0.001037
1997-12-18,-0.010296,-0.010363
1997-12-19,-0.006801,-0.006815
1997-12-22,0.005839,0.005817
1997-12-23,-0.011394,-0.011423
1997-12-24,-0.005278,-0.005305
1997-12-26,0.003287,0.003261
1997-12-29,0.016176,0.015827
1997-12-30,0.017562,0.017482
1997-12-31,0.002605,0.002580
1998-01-02,0.002498,0.002468
1998-01-05,0.002276,0.002257
1998-01-06,-0.010232,-0.010273
1998-01-07,-0.003519,-0.003710
1998-01-08,-0.008325,-0.008369
1998-01-09,-0.029333,-0.029338
1998-01-12,0.006963,0.006958
1998-01-13,0.015255,0.015199
1998-01-14,0.006376,0.006340
1998-01-15,-0.005708,-0.005742
1998-01-16,0.011205,0.011197
1998-01-20,0.016299,0.016282
1998-01-21,-0.006191,-0.006248
1998-01-22,-0.008412,-0.008435
1998-01-23,-0.004857,-0.004867
1998-01-26,-0.002026,-0.002027
1998-01-27,0.009813,0.009810
1998-01-28,0.010036,0.009822
1998-01-29,0.007384,0.007307
1998-01-30,-0.003795,-0.003806
1998-02-02,0.018917,0.018905
1998-02-03,0.005193,0.005148
1998-02-04,0.002684,0.002556
1998-02-05,-0.000798,-0.000896
1998-02-06,0.007615,0.007472
1998-02-09,-0.000656,-0.000713
1998-02-10,0.008050,0.008030
1998-02-11,0.001574,0.001348
1998-02-12,0.003473,0.003385
1998-02-13,-0.002179,-0.002205
1998-02-17,0.001661,0.001602
1998-02-18,0.007974,0.007779
1998-02-19,-0.001956,-0.001984
1998-02-20,0.003766,0.003752
1998-02-23,0.004394,0.004371
1998-02-24,-0.006709,-0.006714
1998-02-25,0.011481,0.011350
1998-02-26,0.005983,0.005872
1998-02-27,0.000767,0.000734
1998-03-02,-0.001234,-0.001252
1998-03-03,0.003597,0.003585
1998-03-04,-0.003851,-0.004044
1998-03-05,-0.010026,-0.010134
1998-03-06,0.018263,0.018172
1998-03-09,-0.002918,-0.002931
1998-03-10,0.010609,0.010594
1998-03-11,0.004919,0.004729
1998-03-12,0.001652,0.001506
1998-03-13,-0.000510,-0.000531
1998-03-16,0.008695,0.008678
1998-03-17,0.000984,0.000976
1998-03-18,0.004672,0.004613
1998-03-19,0.004084,0.004045
1998-03-20,0.005978,0.005968
1998-03-23,-0.002713,-0.002731
1998-03-24,0.008425,0.008422
1998-03-25,-0.001829,-0.001856
